Zotero.URL|References
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/A3IW2TQ4/|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Mass, Jeffrey P. 1990. “The Kamakura Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:46–88. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.003.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/A3IW2TQ4/|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Mass, Jeffrey P. 1990. “The Kamakura Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:46–88. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.003.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/A3IW2TQ4/|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Mass, Jeffrey P. 1990. “The Kamakura Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:46–88. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.003.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/A3IW2TQ4/ $ https://www.zotero.org/groups/1051264/seshat_databank/items/2R5FB6TL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Mass, Jeffrey P. 1990. “The Kamakura Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:46–88. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.003. $ Frédéric, Louis. 2002. Japan Encyclopedia. Cambridge: Belknap Press of Harvard University Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/A3IW2TQ4/ $ https://www.zotero.org/groups/1051264/seshat_databank/items/2R5FB6TL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Mass, Jeffrey P. 1990. “The Kamakura Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:46–88. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.003.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/A3IW2TQ4/|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Mass, Jeffrey P. 1990. “The Kamakura Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:46–88. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.003. $ $ Frédéric, Louis. 2002. Japan Encyclopedia. Cambridge: Belknap Press of Harvard University Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL $ https://www.zotero.org/groups/1051264/seshat_databank/items/2R5FB6TL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006. $ Frédéric, Louis. 2002. Japan Encyclopedia. Cambridge: Belknap Press of Harvard University Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL $ https://www.zotero.org/groups/1051264/seshat_databank/items/2R5FB6TL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006. $ Frédéric, Louis. 2002. Japan Encyclopedia. Cambridge: Belknap Press of Harvard University Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/T4YX78RL|John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Hall, John Whitney. 1990. “The Muromachi Bakufu.” Chapter. In The Cambridge History of Japan, edited by Kozo Yamamura, 3:175–230. The Cambridge History of Japan. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521223546.006.
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z5 $ https://www.zotero.org/groups/1051264/seshat_databank/items/VMGFA4HV|(Deal 2006) $ (Hall 1991a)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z5 $ https://www.zotero.org/groups/1051264/seshat_databank/items/VMGFA4HV|(Deal 2006) $ (Hall 1991a)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z5 $ https://www.zotero.org/groups/1051264/seshat_databank/items/VMGFA4HV $ https://www.zotero.org/groups/1051264/seshat_databank/items/SSJRQY4D $ https://www.zotero.org/groups/1051264/seshat_databank/items/CQMMMGZJ|(Deal 2006) $ (Hall 1991a) $ (Hall, ed. 1991) $ (Titsingh 2006)
https://www.zotero.org/groups/1051264/seshat_databank/items/BI8E2BAT $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z8 $ https://www.zotero.org/groups/1051264/seshat_databank/items/VMGFA4HV $ https://www.zotero.org/groups/1051264/seshat_databank/items/96WKSRGZ $ https://www.zotero.org/groups/1051264/items/FS4SAIPJ|(Bodart-Bailey 2006) $ (Deal 2006) $ (Hall 1991a) $ (Hall 1991b) $ (Tsuji 1991)
https://www.zotero.org/groups/1051264/seshat_databank/items/FX9FCG5W $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z9 $ https://www.zotero.org/groups/1051264/seshat_databank/items/CQMMMGZJ $ https://www.zotero.org/groups/1051264/items/FS4SAIPJ $ https://www.zotero.org/groups/1051264/seshat_databank/items/89YSPQDR|(Burton 1978) $ (Deal 2006) $ (Titsingh 2006) $ (Tsuji 1991) $ (Nouët 1990)
https://www.zotero.org/groups/1051264/seshat_databank/items/FX9FCG5W $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z10 $ https://www.zotero.org/groups/1051264/items/FS4SAIPJ|(Burton 1978) $ (Deal 2006) $ (Tsuji 1991)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z11 $ https://www.zotero.org/groups/1051264/seshat_databank/items/TS63Q34W|(Deal 2006) $ (Encyclopaedia Britannica 2021)
https://www.zotero.org/groups/1051264/seshat_databank/items/FX9FCG5W $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z12 $ https://www.zotero.org/groups/1051264/items/FS4SAIPJ|(Burton 1978) $ (Deal 2006) $ (Tsuji 1991)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z12 $ https://www.zotero.org/groups/1051264/items/FS4SAIPJ|(Deal 2006) $ (Tsuji 1991)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z12 $ https://www.zotero.org/groups/1051264/items/FS4SAIPJ|(Deal 2006) $ (Tsuji 1991)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z15 $ https://www.zotero.org/groups/1051264/seshat_databank/items/TKX3L6FR $ https://www.zotero.org/groups/1051264/seshat_databank/items/LTGMX8HF|(Deal 2006) $ (Roberts 1986) $ (White 1988)
https://www.zotero.org/groups/1051264/seshat_databank/items/FHLSKLT2 $ https://www.zotero.org/groups/1051264/seshat_databank/items/HJXFMRRK $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z16 $ https://www.zotero.org/groups/1051264/seshat_databank/items/89YSPQDR|(Beasley 1989) $ (Bix 1978) $ (Deal 2006) $ (Nouët 1990)
https://www.zotero.org/groups/1051264/seshat_databank/items/FHLSKLT2 $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z17 $ https://www.zotero.org/groups/1051264/seshat_databank/items/89YSPQDR $ https://www.zotero.org/groups/1051264/seshat_databank/items/DUSBVLM2|(Beasley 1989) $ (Deal 2006) $ (Jansen 1989b) $ (Nouët 1990) $ (Sugimoto 1975)
https://www.zotero.org/groups/1051264/seshat_databank/items/FHLSKLT2 $ https://www.zotero.org/groups/1051264/seshat_databank/items/FHLSKLT3 $ https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z17 $ https://www.zotero.org/groups/1051264/seshat_databank/items/5E8FVQ3V $ https://www.zotero.org/groups/1051264/seshat_databank/items/A7TMXFJN $ https://www.zotero.org/groups/1051264/seshat_databank/items/DUSBVLM2|(Beasley 1989) $ (Deal 2006) $ (Jansen 1989a) $ (Jansen 1989b) $ (Sugimoto 1975)
https://www.zotero.org/groups/1051264/seshat_databank/items/BDCEG6Z12 $ https://www.zotero.org/groups/1051264/seshat_databank/items/A7TMXFJN $ https://www.zotero.org/groups/1051264/seshat_databank/items/AS7KYLDU $ https://www.zotero.org/groups/1051264/seshat_databank/items/DUSBVLM2|(Deal 2006) $ (Jansen 1989b) $ (Munemura 2004) $ (Sugimoto 1975)
https://www.zotero.org/groups/1051264/seshat_databank/items/AS7KYLDU $ https://www.zotero.org/groups/1051264/seshat_databank/items/VVWRSXJS $ https://www.zotero.org/groups/1051264/seshat_databank/items/TEWKTGQ4|(Munemura 2004) $ (Saaler and Szpilman 2018) $ (Takeshi 2008)
https://www.zotero.org/groups/1051264/seshat_databank/items/AS7KYLDU|(Munemura 2004)
https://www.zotero.org/groups/1051264/seshat_databank/items/AS7KYLDU|(Munemura 2004)
https://www.zotero.org/groups/1051264/seshat_databank/items/AS7KYLDU|(Munemura 2004)
|
https://www.zotero.org/groups/1051264/seshat_databank/items/FP34HQZJ|(Singh 2009)
https://www.zotero.org/groups/1051264/seshat_databank/items/FP34HQZJ|(Singh 2009)
https://www.zotero.org/groups/1051264/seshat_databank/items/3LE27ZGW|(Sen 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/3LE27ZGW|(Sen 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/JW23PIM9|(Thapar 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/JW23PIM9|(Thapar 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/JW23PIM9|(Thapar 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/JW23PIM9|(Thapar 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/2MTRKJ9C|(Thapar 2013)
https://www.zotero.org/groups/1051264/seshat_databank/items/I7N6Z9H4 $ https://www.zotero.org/groups/1051264/seshat_databank/items/3LE27ZGW|(Lahiri 1974) $ (Sen 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/I7N6Z9H4|(Lahiri 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/I7N6Z9H4|(Lahiri 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/I7N6Z9H4|(Lahiri 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/I7N6Z9H4|(Lahiri 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/I7N6Z9H4|(Lahiri 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/I6RRD9AU|(Reu 1933)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY|(Puri 1957)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY|(Puri 1957)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY|(Puri 1957)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY|(Puri 1957)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY|(Puri 1957)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY|(Puri 1957)
https://www.zotero.org/groups/1051264/seshat_databank/items/6JJDDDIY $ https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Puri 1957) $ (Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/W4WQKL22|(Shankar 1937)
https://www.zotero.org/groups/1051264/seshat_databank/items/YLRQXQV8|(Niyogi 1959)
https://www.zotero.org/groups/1051264/seshat_databank/items/YLRQXQV8|(Niyogi 1959)
https://www.zotero.org/groups/1051264/seshat_databank/items/YLRQXQV8|(Niyogi 1959)
https://www.zotero.org/groups/1051264/seshat_databank/items/3LE27ZGW $ https://www.zotero.org/groups/1051264/seshat_databank/items/YLRQXQV8|(Sen 1999) $ (Niyogi 1959)
https://www.zotero.org/groups/1051264/seshat_databank/items/YLRQXQV8|(Niyogi 1959)
https://www.zotero.org/groups/1051264/seshat_databank/items/3LE27ZGW $ https://www.zotero.org/groups/1051264/seshat_databank/items/YLRQXQV8|(Sen 1999) $ (Niyogi 1959)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX|(Nizami 1970)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX $ https://www.zotero.org/groups/1051264/seshat_databank/items/6L4PYPMB|(Nizami 1970) $ (Jackson 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/6L4PYPMB|(Jackson 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX $ https://www.zotero.org/groups/1051264/seshat_databank/items/6L4PYPMB|(Nizami 1970) $ (Jackson 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX $ https://www.zotero.org/groups/1051264/seshat_databank/items/6L4PYPMB|(Nizami 1970) $ (Jackson 1999)
https://www.zotero.org/groups/1051264/seshat_databank/items/DITP8CJX $ https://www.zotero.org/groups/1051264/seshat_databank/items/6L4PYPMB $ https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Nizami 1970) $ (Jackson 1999) $ (Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/XJNA35R8|(Niyogi 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/XJNA35R8|(Niyogi 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/XJNA35R8|(Niyogi 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/XJNA35R8|(Niyogi 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/XJNA35R8|(Niyogi 1974)
https://www.zotero.org/groups/1051264/seshat_databank/items/XJNA35R8 $ https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Niyogi 1974) $ (Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4|(Farqui 2012)
https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4 $ https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Farqui 2012) $ (Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/B7JGIJ68 $ https://www.zotero.org/groups/1051264/seshat_databank/items/8KARZSH4 $ https://www.zotero.org/groups/1051264/seshat_databank/items/2F2VFGZI|(Richards 1993) $ (Farqui 2012) $ (Chandra 1960).
https://www.zotero.org/groups/1051264/seshat_databank/items/B7JGIJ68 $ https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E|(Richards 1993) $ (Morby 1989)
https://www.zotero.org/groups/1051264/seshat_databank/items/B7JGIJ68 $ https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Richards 1993) $ (Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/HD338DBX/|(Sakar 1938)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005) $ (Sakar 1938)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
https://www.zotero.org/groups/1051264/seshat_databank/items/XDPKLFMV|(Mehta 2005)
(Martin & Grube 2008) Martin, Simon, and Nikolai Grube. Chronicle of the Maya Kings and Queens: Deciphering the Dynasties of the Ancient Maya. London ; New York: Thames & Hudson, 2000. Seshat URL: https://www.zotero.org/groups/1051264/seshat_databank/collections/XTMJWW75/items/5WIIDVRJ/item-list|(Martin & Grube 2008, 27) Martin, Simon, and Nikolai Grube. Chronicle of the Maya Kings and Queens: Deciphering the Dynasties of the Ancient Maya. London ; New York: Thames & Hudson, 2000.
(Martin & Grube 2008) Martin, Simon, and Nikolai Grube. Chronicle of the Maya Kings and Queens: Deciphering the Dynasties of the Ancient Maya. London ; New York: Thames & Hudson, 2000. Seshat URL: https://www.zotero.org/groups/1051264/seshat_databank/collections/XTMJWW75/items/5WIIDVRJ/item-list|(Martin & Grube 2008, 27) Martin, Simon, and Nikolai Grube. Chronicle of the Maya Kings and Queens: Deciphering the Dynasties of the Ancient Maya. London ; New York: Thames & Hudson, 2000.
(Martin & Grube 2008) Martin, Simon, and Nikolai Grube. Chronicle of the Maya Kings and Queens: Deciphering the Dynasties of the Ancient Maya. London ; New York: Thames & Hudson, 2000. Seshat URL: https://www.zotero.org/groups/1051264/seshat_databank/collections/XTMJWW75/items/5WIIDVRJ/item-list|(Martin & Grube 2008, 27) Martin, Simon, and Nikolai Grube. Chronicle of the Maya Kings and Queens: Deciphering the Dynasties of the Ancient Maya. London ; New York: Thames & Hudson, 2000.
