Zotero.URL|References
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire. Macmillan International Higher Education. 31, 34. $ Whaley, Joachim. 2018. ""The early modern empire (1): from Maximilian I to the Thirty Years Wars"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 94-5."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. 35, 45, 50. $ Whaley, Joachim. 2018. ""The early modern empire (1): from Maximilian I to the Thirty Years Wars"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 96, 100."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire. Macmillan International Higher Education. 39, 41, 54, 63, 141. $ Whaley, Joachim. 2018. ""The early modern empire (1): from Maximilian I to the Thirty Years Wars"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 100-1."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire. Macmillan International Higher Education. 52, 63, 64-5. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 101."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire. Macmillan International Higher Education. 59, 61-3. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 101, 109."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. 64-6, 96. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 101"
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 110-11, 114."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire. Macmillan International Higher Education. 88-9, 91. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 114."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 114-15."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. 96-7. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press. 118-20."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|"Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire. Macmillan International Higher Education. 116, 123-25. $ Whaley, Joachim 2018. ""The early modern empire (2): from the Peace of Westphalia to 1806"" in The Holy Roman Empire: A Very Short Introduction. Oxford: Oxford University Press."
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/GHBNHJJX|Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. $ Sked, Alan. 2001. The Decline and Fall of the Habsburg Empire 1815–1918 (2nd ed.) Routledge. https://doi-org.ezproxy.library.uvic.ca/10.4324/9781315839493
https://www.zotero.org/groups/1051264/seshat_databank/items/QQ77TV4K $ https://www.zotero.org/groups/1051264/seshat_databank/items/RSJ4RVJ2|Fichtner, Paula. 2017. The Habsburg Monarchy, 1490-1848: Attributes of Empire .Macmillan International Higher Education. $ Sked, Alan. 2001. The Decline and Fall of the Habsburg Empire 1815–1918 (2nd ed.) Routledge. https://doi-org.ezproxy.library.uvic.ca/10.4324/9781315839493
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press. 173-
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press. 170.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press. 174, 176.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press. 189.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press. 206-08.
https://www.zotero.org/groups/1051264/seshat_databank/items/32AJKXRP|Jelavich, Barbara. 1987. Modern Austria: Empire & Republic 1800-1986. Cambridge: Cambridge Press. 217-19.
https://www.zotero.org/groups/1051264/seshat_databank/items/4M48NHL6|Ian Kershaw. 2011. The End: Hitler's Germany, 1944-45. London; New York: Penguin.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 121. $ Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 257-58. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 121-126. $ Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 225-26. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 125-6. $  Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 260-262. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 129-30. $  Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 261-262. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 134-136. $ Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 265-66. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 134-136. $ Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 265-66. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 140-44.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/ICQYB265|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 143-44. $ Müller-Mertens, Eckhard. 2000. “The Ottonians as Kings and Emperors.” Chapter. In The New Cambridge Medieval History, edited by Timothy Reuter, 3:231–66. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 265-66. doi:10.1017/CHOL9780521364478.010.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 147-50.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/W4SEK8D9|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 157-59. $ Vollrath, Hanna. 2004. “The Western Empire under the Salians.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:38–71. The New Cambridge Medieval History. Cambridge: Cambridge University Press. doi:10.1017/CHOL9780521414111.004.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ $ https://www.zotero.org/groups/1051264/seshat_databank/items/W4SEK8D9|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 157-59. $ Vollrath, Hanna. 2004. “The Western Empire under the Salians.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:38–71. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 39, 67-68. doi:10.1017/CHOL9780521414111.004.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 177-79. $
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 183-84, 189.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 191-92. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 385. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 194-95.  $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 388. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 227-32. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 388-89. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 267-71. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 420. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 276, 279, 378.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 279-80. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 380. 420. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 279-80. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 380. 420. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 291. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 384. doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/6LDVQ46J|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 327. $ Arnold, Benjamin. 2004. “The Western Empire, 1125–1197.” Chapter. In The New Cambridge Medieval History, edited by David Luscombe and Jonathan Riley-Smith, 4:384–421. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 391 doi:10.1017/CHOL9780521414111.016.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/D9VN8THV|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 448. $ Herde, Peter. 2000. “From Adolf of Nassau to Lewis of Bavaria, 1292–1347.” Chapter. In The New Cambridge Medieval History, edited by Michael Jones, 6:515–50. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 535-537. doi:10.1017/CHOL9780521362900.024.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/D9VN8THV|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 455. $ Herde, Peter. 2000. “From Adolf of Nassau to Lewis of Bavaria, 1292–1347.” Chapter. In The New Cambridge Medieval History, edited by Michael Jones, 6:515–50. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 540-42. doi:10.1017/CHOL9780521362900.024.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/D9VN8THV|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 470-75. $ Herde, Peter. 2000. “From Adolf of Nassau to Lewis of Bavaria, 1292–1347.” Chapter. In The New Cambridge Medieval History, edited by Michael Jones, 6:515–50. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 540-42. doi:10.1017/CHOL9780521362900.024.
https://www.zotero.org/groups/1051264/seshat_databank/items/L9YZMGA6 $ https://www.zotero.org/groups/1051264/seshat_databank/items/NF54ISJM $ https://www.zotero.org/groups/1051264/seshat_databank/items/D9VN8THV|Morby, John E. and Rozier, Charlie. 2014. ‘Holy Roman Empire’, in Dynasties of the World, ed. Charlie Rozier. Oxford: Oxford University Press. http://www.oxfordreference.com/view/10.1093/acref/9780191780073.001.0001/acref-9780191780073-e-108. $ Comyn, Robert. 1851. History of the Western Empire, from its Restoration by Charlemagne to the Accession of Charles V, Vol. I. 492-494. $ Herde, Peter. 2000. “From Adolf of Nassau to Lewis of Bavaria, 1292–1347.” Chapter. In The New Cambridge Medieval History, edited by Michael Jones, 6:515–50. The New Cambridge Medieval History. Cambridge: Cambridge University Press. 548-50. doi:10.1017/CHOL9780521362900.024.
